text,sentiment
wages being depressed. criminals coming into the us.,0.2380801341922
"leaching on our social structure, hospitals, welfare, jails--all the things we pay taxes for that they do not more tererism",1.14161796250461
"conflicts between working class, illegal profits for companies hiring undocumented immigrants, low job wages, more immigration, overpopulation and competition for jobs.",1.19371881870027
people crossing the border illegally.,-0.630291560027383
poor economy,-0.216099111392058
my parents were immigrants from ireland.  everyone has a right to apply for entrance.  we are a nation of immigrants - except for native americans!,-1.60427471180901
the mexican border illegal aliens from other countries people getting a chance to have a decent life people like our country better than theirs,-1.21314720192032
i don't think we should legalize aliens smuggled in to usa.,-0.646566351884943
"as an arizona resident who lives 18 miles from the mexican-us border, and who has also spoken to some of these illegals while hiking in the huachuca mtns., i know these people, mostly, come here out of sheer desperation.  sure, some are the same lazy, fat, undereducated jerks that lurk around our own mid-level businesses.  but most simply are people who want what we all do: a comfortable life with as little thinking and suffering as possible, while reproducing at will.  they have told me, babies in arms,that if they remain at home, they have no future but an early death.  that they, maybe, should reduce their birth rate and/or not have children at all, if they cannot support them, simply will never occur to citizens of a catholic country, living a day's walk from a rich country that can be easily milked for what they consider a fortune in life support.  there is no answer to this, so long as 95% of mexico's wealth is controlled by 5% of its people, and the only riches the others have lie in their children.",0.073093603735022
the only thing that makes me worry is the econany. immigration did not that happen yrars ago. i know all men are not equal. the rich get richer the poore get poorer. are we not all gods children?,0.028174983581921
the strain on the taxpayer in terms of welfare programs.,-0.192647181409955
english not being the common language.,-0.982710869996835
if it legal im fine with it.,-2.07787741219787
nothing,-2.20140900137355
nothing,-2.20140900137355
nothing,-2.20140900137355
immigrants who dont contribute to society or bring bad things to our country.,0.315106363524711
that they will take our jobs!,-0.09282377816978
increased poverty due to more people in the us and less jobs. increased death/robbery when the poor get desperate and turn to crime.,1.16553862842676
people from other countries trying to come here to live or work and they don't always have the proper paper work,-0.745390431070461
"crime, taxes",0.540186583045879
how some of the illegal immigrants get more help from the government than the u.s. citizens who are paying taxes.,-0.118880839937327
"expenses to our country for health care, education, crime, language changes;  these are people most of whom are entering the united states illegally",1.46380626140269
"too many people, not enough jobs.  people that don't speak english.",0.467619259976777
a bible verse (send me your weak and hungry) and a one way door,-1.92548417245233
my ancestors came over as immigrants looking for a better life for their family--today's immigrants are doing the same.  there must be a solution that works for everyone.,-1.03333593549443
"illegals will take jobs, healthcare, and other benefits from legal citizens.",1.242732373521
i feel like the united states is a giant bowl of a little bit of everything. americans are becoming a minority in our own country.,-0.351651846023539
we need to allow immigration. people from foreign countries will do the jobs we arent willing to do.,-0.570930579641533
an overwhelming amount of immigrants in our country and the new laws or bills tryin to cut down on the amount of immigrants.,-0.229174343808755
"violence, drugs, jobs lost",1.09593505829662
"poor people, taking jobs",0.283313811873376
undocumented immigration and how it affects our economy.,-0.211437708780294
"robbing americans of their social security; rising costs of social programs to cover illegals; rising costs of incarceration due to illegals; not being able to understand what they are saying (spanish and other languages); the fact that illegal immigrants are here with their children who go through our school systems then cannot get financial aid for college because their parents never filed for naturalization leaving the kids to work dead end jobs and never get naturalized; the fact that they are doing the work that americans don't want to do anyway, and then the americans complain about it; border walls; increasing amounts of drugs in america because it is so easy to get into our country",2.28218497046717
"too many people, not enough social service support, crowded prisons, gangs taking over the cities, unemployment, abuse of immigrants, terrorism",2.03850099017136
i think of all the jobs americans will lose and the welfare will increase,0.374745399620852
"i worry about the strife that is being stirred up among the american people. how can building a giant fence between the usa and mexico possibly help the usa in any way. it is a tremendous waste of resources that could be used for developing alternative energy sources, providing health care or decreasing the increase in the national debt.",0.39985905803771
"people coming to the us looking for work, people looking to do the jobs that us citizens will not do",-0.339269750354752
we are letting too many immigrants into the country. too many immigrants insist on speaking their native language and do not learn english. that is a real problem in our schools and business. i do not believe immigrants should get social security....unless they work and pay into it.  immigrants should not be able to get all the freebies that they are getting.,1.25402695705929
"illegal immigrants, people complaining about them getting govt. benefits, talk about building a wall on the mexico border. poor people who do the jobs that most of us wouldn't take anyway. if i lived somewhere else, facing poverty, i would want to come here to build a better life too.",-0.043310558001266
"crime lost jobs benefits paid to illegals health care and food....we cannot feed the world when we have americans starving, etc",0.790395986036855
that the illegals are recieving all of our benefits,0.055954136493155
i am fine with immigration.,-2.78505652573388
"the jobs, welfare, and community resources we as tax payers pay with our hard earned sweat to give it to someone who comes here just to send money back home. i don't think so!",0.815691137230511
mexican people. illegal border crossing. us finincal assistance to imigerants.,0.0881912504584
drain on us social services and medical service. increased crime rates,0.793465794732132
illegal mexicans,-1.02572998771156
too many illegal immigrates coming into our country will take our work for less pay and the language barrier.,0.380130086467742
i'm worried that people are coming to amercia against the law. they are not doing it the right way. they steal social security numbers of people who are citizens so they can work etc,0.679861206713335
why their country is so poor,-1.67428317774053
we need to protect our borders more. not enough agents covering too much distance.,-0.167184225058434
illegal immigrants using services paid for by legimate taxpayers.,-0.051941563595554
not much worries me about immigration. i think people are making way too big of a deal about it.,-1.42431816349497
the people against immigration,-1.71291829563771
that we let people break the law b/c we just don't want to take the time to inforce it.,-0.311782597433858
"criminals stealing our jobs, our money, our belongings. people who don't speak english in our public schools. babies being born into this country and becoming citizens on a daily basis. free health care. pigs and slobs on the jobsite. you asked the wrong person, i work in construction and could go on for days about these thieves.",1.61816690603701
illegal immigrants.,-0.841765484635209
"1. not being able to document them so we have a record for crime, taxes and terrorism. 2.  that they are recieving money that i pay taxes to provide and they dont pay any of it 3.  they recieve many services from the states they are in that again they dont  pay towards and many people that are legally here are not getting because their isn't enough to go around. 4 that our country is bending and stretching toaccomidate their cultures",1.6845596101857
we need to seal the borders. both north and south. fine all the employers that hire illegals and also those who rent to them.  if they can't find an job nor a place to live they will go home.,-0.165739741585852
"illegal people in our country, illegal people taking our jobs",0.087015091953127
"free welfare without paying into the tax base, spread of third-world disease, 1/3 of all criminals in our prison syst. are illegal aliens, refusal to assimilate and learn the language, virtual abolition of our borders, and therefore, our sovereignty",2.41406103005
"job losses, threat of terrorism, property value decreasing, drug trafficing, becoming citizens and going on welfare",2.54718540770966
"social security, crime, welfare, healthcare, educating immigrants",1.27368771774678
"welfare, schools, medical expenses, jobs, crime, housing, driving no insurance or license,",1.19105368718748
allour ancestors immigrated here. immigration should be done legally. we shouldn't subsidize illegal immigrants with government money.,-0.233240662558073
loss of jobs,-0.476956383325168
legal vs. illegal,-1.20446729996607
"what worries me is that even when people try to immigrate into us legally, they are out through very disrespectful process that often violates fundamental human rights.  i think if the legal process was easier, or there would be options for legal work inthe us for foreigners, less people would try to come here illegally.",0.037143474387733
they do not pay taxes,-0.403826705662295
need better border build a wall like china did,-0.79986577573405
"loss of jobs, hospitals losing money, illegal hiring, cheap labor,",1.79663466269383
"illegal persons,not speaking english,drinking alcohol,illegal driving",1.23343926838219
where i live immigration has over populated our city and it is no joke.  we have to many here taking over and getting aid.,-0.325425646020483
"what really makes me worried is that we are doing nothing to fix the system i agreed that we need to pay attention to our borders but at the same time there is people hard working people that are here illegaly and they are ancious to obtain some king of work permit so they can work legally, they did cross the border ok make them pay a fine of course criminals they must be deported",0.274538096878986
"draining our health care system, criminals",0.433026615508762
"the borders should now be sealing, allowing no more immigrates.",-0.766179199043724
"take over, over crowding of our nation.  more people not enough welfare or jobs.  health insurance is at an altime low and we can take of our own people who is here so why allow other to come here and take away the aid that could go to the people who is already here.",1.06363329917324
very mess up problem,-1.04261868928299
that the ileagles who sneack over the border should be fined to the fullest extent. i worked most of my life for what little i get. i on't think it's right for them to receive everything free.,0.005613939558176
they take the jobs away from us because they take lower pay. they speak a different language and do not try to learn ours. they do not pay taxes. we have to punch in buttons on the phone etc. to speak to someone in our language.,0.805207850956282
"large numbers of poor people coming to the us and making our communities dirty, unkempt and poor",0.605038012680176
i often worry that united states will become over crowded and immigration will place a economical strain on the counyry.,0.793410610954563
building a wall on our border. spanish becoming a dominant language in the u.s. political bungling in dealing with immigration.,0.116332558200354
kneejerk american jingoism. lou dobbs and his ilk. mistreatment of immigrants,-0.701686389308965
i think if they come in to the country ileaglely they should be depored . do it the right way or stay the hell home and if you do get here the correct way learn the damn langwige(sp) and learn our trafic laws.,0.218222317734946
people comming over here from another country.,-1.27661921158174
"i think that it is a major issue for us today.  there are too many immigration problems withno taxing from them, taking jobs from the u.s. citizens.  things have to change so that it makes it harder for them to come in illeagally.  they do deserve a chance, but it has to be done the right way.",0.3820334989944
"i think of people from other countries coming to america to live.  these days you can't help thinking about the mexicans coming across the border, as well as those that are already here.",-0.901804995006977
lack of jobs for americans. terrorist activity,0.922581853353798
"taking our jobs, not paying taxes, using public services for free",1.59197859399426
over population. too many new citizens on welfare. extra strain on our schools,1.23426368550476
"jobs,my tax dollars going to fund this.",0.030701781999251
"security, jobs, healthcare, following the laws of our country",0.819914440629027
an attitude amongst many americans fueled by some members of the media who use the term immigrant almost as a term of abuse and seem totally unable to differentiate between legal & illegal immigration.  i also see an incredible degree of racism - the assumption often being that anyone hispanic must be an illegal immigrant.,0.446004762988823
"mexico, muslems, problembs, terrorist, cheep labor,",0.951837880023644
"people from all over the world coming here for a new life--opportunity, freedom, justice. a way of life/history for the u.s.; our country has always been a giant melting pot and still is.",-0.539613947549844
"the cost of living, cost of food, diseases, and jobs that are taken from americans.",1.43336922520258
"they get all our stuff for free, and it isnt right",0.241058044057009
"costs to feed, house, educate, and provide medical care. potential for enemies of the us to enter",0.744302816345706
i think of new beginnings becoming a citizen adapting to a new country learning to be a citizen of that country....entering legally so you can do this,-1.27933331530516
illegal immigrants; increased crime; schools & hospitals overwhelmed taking care of illegal immigrants,1.4723925923233
law breakers.,-0.337807026596588
we need to find a reasonable and humane compromise on the issue,-1.46018043108962
"close borders. fine employers who employ illegal immigrats (im). remove children of im from public schools. no ssa or welfare for ims. when picked up by police or any other government institution, they should be taken into custody and deported. if an im is deported and returns to the us, they should be jailed and the family or mexican government made to paid for the cost of upkeep.",0.556863919759883
"job availability, visas, welfare system",0.489251261935863
"racism, bigotry, intolerance",0.113496040210493
i didn't have to worrty about immingration when all our relation came over to these lands without an invitation  !,-0.903047304628866
"first i think that it isn't fair for someone who is not a citizen to receive benefits of any kind without paying into the system.  then i think of 12 million people (especially the children) who could not be taken out of our economy without undue suffering on everyone's part.  then i hear about illegal aliens still able to get driver's licenses, start businesses, buy homes, etc. when so many people are waiting all over the world to come here legally.  it is a difficult problem.",0.901234940074322
its one of those things that you can't fix.,-1.48638535919517
"over population, crime, job shortage, welfare increase",1.10556655227489
illegal aliens,-0.987455021264512
we need to crack down on illegal immigration in this country,-1.18666873376293
i actually worry about the conditions in those countries the people are leaving.,-0.910809736764321
"when i think of immigration i think of people who enter this country legally, who go through the proper immigration process, no matter how long it takes.  i think of people who are willing to learn the english language, make an honest living, honor our country and pledge allegiance to our flag.  those who come to america by any other means, who sneak in here and file false paperwork, who think they have the right to drive and have a license, who manage to obtain false ssn's don't deserve to be here, and our borders need to be much, much more secure.",0.831213717984529
immigrants who have married an american but their spouses die are still sometimes kicked out of the country once they are widowed. i am also concerned about how difficult it is to get a green card.,-0.550903083002153
"fences across the southern us border, welfare payments, illegal citizens",0.619651746460619
"legal immigration does not concern me,  illegal immigration does- it could bring in disease, put a burden on schools and healthcare, it could lead to security concerns",0.777309711039531
"the rising sentiment against immigrants. people seem to forget that not all immigrants are illegal, and that our nation was born of immigrants.",-0.295216249190862
"i think of illeagal immigrants, i think of immigrants that could be terroist",0.047295585835496
opportunity for the immagrants. higher burden on the taxed citizens. founding fathers. we're paying for their health costs. illegal immagration is illegal.,0.425854321035738
i think about illegal immigrants.giving them services paid for by tax dollars paid for by residents and legal immigrants.,-0.119522010150939
"illegal immigration; hispanics; entitlements; not paying taxes, social security; requiring all manners of info tobe inspanish as well as english; borders to the south, texas, ca, etc; gangs; crime; drugs; but positive thoughts about legal alilens here with work visas...hard workers, good people trying to make a better life for their families,",1.23077942231022
illegal immigration. increasing cost to me for healthcare for illegals who come here and have babies.,0.911909764470133
"the number of illegal immigrants, the strain on our resources (including schools, hospitals, etc.)",0.618369763619656
i worry that newer immigrants are not assimilated as easily into this country as in the past,-0.369485769385974
"legals (desirable) vs. illegals (criminals).  very complicated. many do what is good for themselves, rather than what is fair and just.",-0.342568029976462
"border control, certain illegal immigrants tolerated, and others immediately deported.",0.175373960339531
"i am most worried about the conception that forms in the relation of the modern nation state to that of the foreigner.  a relation of same and other is established that marginalizes the other in such a way as to turn hospitality into slavery.  the largest worries of immigration manifest themselves as concerns over economic effects primarily because the nation state has communally devolved into a neoliberal capitalist organization.  it is the corporisation of the state that governs the question of immigration, the question that is then framed in terms of resources and production.  my worry is that capitalist democracy will continue to perpetuate itself and replace community with individualism, consumerism, and the great american freedom-the freedom to buy",0.557301235609777
just have everyone come in legal,-1.9765894383902
all the illegals coming in to the country.,-1.25768496604255
job avalability,-0.493035637985589
"i'm concerned the immigrants might not understand that democracy, which provides many freedoms, requires we act responsibly toward others to allow them their freedoms.",0.623330506517219
i think any illegal alien should be deported with no questions. if they come here and break our laws they deserve no consideration and should be treated as criminals and actively persued. illegals should get no benefits at all in anyway. no welfare of any kind and again deported. legal immigrants should be required to learn english before becoming a citizen. a certain amount should be required in a set period of time. a criminal record should be reason for a visa to be denied.,1.03692681280834
"border security is my major concerns. however, immigration needs to be better informed with screening of potential terrorists.",0.522522258567507
people from other countries coming to america for a chance at a better way of life.  people illegally entering this country.,-0.626132841210714
too many non speaking english americans. too many people that do not stand with what we were founded on. too much trouble wanting their ways and not becoming americanized,0.735102643038442
the unemployment and health care issues of americans,0.111822236720274
legal immigration is ok and needed in u.s. illegal immigration is very wrong for u.s. - causes job loss for citizens - drain on medical system - crime rises in communities where  illegals stay,0.797432239406977
"wall construction, amnesty",-0.688670655058813
"jobs that no one else will do for a low wage, people that are taken advantage of, and hated for wanting a better life.",0.084641199030431
non us citizens coming over to the us and taking our jobs.,0.366370976000975
the history of this country. this country has a strong history with immigration being a crutial part.,-1.35133212510262
no one speaks english anymore.  we are giving immigrants free health care.  immigrants do not contribute anything to the economy.  the immigrants immediately send their earnings back home to their country.  i can go on and on and on .............,0.633460905922205
"illegals getting all the benefits that us americans can't.  they get free medical, which causes met to have to pay $125 and up to visit a doctor due to no insurance which i can't afford.  grandmother who gets less than $600 a month, can't even get food stamps and i see people who can't speak english with hundreds of dollars of groceries all the time.  can't speak english means didn't work here and put into the system like the rest of us.",1.3032170014956
"college students, grad students, foreign motel owners,stolen technology, passports, migrant workers, landscape workers, legal and illegal immigration",0.505626339971218
i think its a good thing bc the ones that live n the usa and is legal means we can now have more houses and job and dont have to worry bout them and problems they cause,-0.515150492516329
people from other countries coming to the usa to work,-1.22152244986461
i am not worried about immigration.,-2.7326172720396
i am concerned with citizen benefits being given to illegal aliens who probably are not paying into the system.  this will bankrupt this nation sooner or later.,0.579990820464011
don't think illegal immagrates who have lived here for years should receive special treatment.  they should still go through the process and become citizens just like anyone else coming to this country.  they've had a free ride and we've paid for it.,0.419498582795075
"i do not like the ifea of illegal immigration, but i also think it is too difficult to legally get residency in this country, especially if you are seeking asylum from religious persecution.",-0.267178717677944
the construction of the fence along the border. the deaths of people smuggled into the us in unventilated trucks.  people starving or freezing to death in the desert,0.064421437956543
"schools, hospitals, total infrastructure of our communities",0.142334357067108
"illegal immigrants coming from mexico, border patrol around texas, california, etc,",0.087617535203171
"border security is lacking. mexicans have no regard for our system of law. washington has let illegal immigration go on, too long",0.316870453263452
that people who are violent might come over.,-0.259676249692484
"illegal, getting services they don't deserve, not learning to speaknglish e",0.397647731477744
"illegal immigration,cost of social services for illegals,cost of illegals without car insurance, lost jobs, crime,",1.55493412127423
"the current debate centers on illegal immigrants from mexico.  i think our immigration policy should be as stringent as the mexican policy, which makes it extremely difficult for americans to work or live in mexico.",-0.401599228673733
"taxes, public services, opportunity.",0.011231258807995
not well versed.,-1.62891518965807
"bad for  every thing,,",-1.04562505977948
we have laws on the books why dont we use them. illigals should be deported no exception.,-0.883134054161809
"people form many countries coming to the united states for a better life. learning to speak english;being self supporting and becoming a citizen of the usa. flying one flag,keeping their history a part of their lives,but not forcing their way on everyone else..there's apart of my town i was raised in, but now cannot go shopping on that side because no-one speaks english..  when did i leave the usa?",0.496741208869958
"illegal immigrants getting health, social security and ssi benefits when they have paid nothing into the system.  we need to make english the language of usa.",0.679517782402539
that they are getting money that really could be used to help our poor here in the usa,-0.253123547834256
people entering without paperwork,-1.05311048230194
i think it is a double edged sword.,-0.940026885461767
"no control.  us has lost all control.  not only illegel but drugs etc., etc. enter each day.",1.00371138766385
"i think of, first off, where i grew up. southern california is full of immigrants from much of south & central america.",-1.78529131086012
could continue to be a major disagreement amongst americans.,-0.69982804267358
close the borders,-0.97701158356268
english as primary language. equality for all.  traditions and customs. fear of the unknown,0.493619261069762
bigger taxes. larger deficits. unfair amnesty. no social security $,0.870328434561993
"crime, possible terrorists, taking jobs from citizens, not learning our language",1.794853258955
"i think with our (us) needing more  help here ,and less over seas  ,i think there should be a complet stop of letting people in the us so anyone of them cant kill anyone of us anymore.and all of our men and woman shoud be brought back to the us , instead of fighting a war we dont belong in ...",0.219950428228057
"illegal immagrants, refugees from other contries seeking assilum, border patrol",0.525543879972379
strain on health care and education systems,0.441300749557199
jobs- healthcare- schools - gangs,0.423555199467266
"mexicans working here and not paying taxes,fences won't work we need to go to a flat tax with a discount rate for seniors.",0.522674419508322
"expense.  why we are not enforcing the laws we already have on the books. possibility of terrorists getting in more easily. why are we accomodating the aliens by printing things in other languages and having to push buttons to hear things in our own language.  why do we give free medical services to them when we can even take care of our own first. insurances going up to cover immigrants.  it seems that they are better accomodated than our own citizens. they are given rights, which they have not earned. i'm retired and i'm tired of costs going up because they are able to use and abuse our system to our debtrement.",1.62929015686452
illegal immigrants and terrism,-0.053641760589427
"i want illegals gone.  they cost my husband his business.  they come here undercut the americans, and then raise their prices after they've driven hard working americans out of their jobs.",0.915163586787978
poor people wanting a better life because their own country is so full of corruption. they have found it too easy to slip accross the border and our government must have some reasons for wanting them here to keep our wages lower. it has kept pur young from summer jobs. they are a major drain on our health care system as well as all the welfare that many get. i don't what the answer is to fixing the problem with the ones already here but amnesty as it was done the last time is not the answer either. i personally helped 3 women get their papers the last time and as far as i know only 1 became a citizen. i beleive they should all speak english and we shouldn't have to pay extra so they can learn. it should not be our job t learn spanish.,0.510198840557496
"the government seems to think we need to give everybody a free ride even though they are here illegaly.  if all of the free medical care they recieve and all the other benefits they recieve was denieded them the legal americans like me could afford proper medical care, prescriptions amoung other things.",0.677284596039033
people coming from another country,-1.5292973619642
"mexico, fences, death",0.314530761561836
"i'm a painting contractor and worry about lower painting wages which translates to cheaper costs overall.  i cannot do jobs as cheaply, while providing my own health care and day to day living expenses.",0.640840294336158
"illegal aliens, national security, the border with mexico",0.444780666883641
"violence, social security, welfare",0.937778556531639
illegal immigrants coming into our country. illegal immigrants being a artificially low wage earner which takes away jobs that could go to americans. illegal immigrants working here but not paying their fair share of taxes since it is in large part an underground cash based society,1.64333671300744
the over-hyped concern over a relatively minor problem concerns me.,-0.817101788579473
"people should be allowed to come over here, but there should be some guidelines.",-0.894988990480425
"social security, jobs, health care.",0.094891993840132
"crime rate, illegal immigration,",0.286695689462623
"we need to get the upper hand on immigration, and treat everyone equally. we don't need to just start handing out licenses. and let's keep america's #1 language english!!!",0.227578956745212
i donot like ethinic groups not learning our language. if they live here they should speak english. i believe they should get here legally.,-0.033990401640595
"mexico, nazi. illegal",-0.119596539694354
mexico. difficult,-1.26894707712076
illegal immigrants. job loss. more crimes. school cost for immigrants,0.864650007981649
terrorists entering the u.s.  we have too many taxes as it is without supporting more people.  i don't like the fact the some immigrants don't have to pay taxes for the first 5 years they are here.  our schools are too crowded as it is.,1.89196306389608
illegals taking our jobs. free health care. free loaders. other countries dumping their unwanteds in our country,2.37439000809601
s.s. or the lack of it. all the money the gov. spends on them,0.374119123288624
that there are different rules for people depending on the country they are coming from. westerns europeans and others from wealthy nations can easily enter the us but people from developing countries have a difficult time obtaining visas because too many  people have abused the system (sneaking into the country; using a tourist visa to enter and staying illegally).,0.243531910842875
"the confusion over illegal vs legal immigrants. illegal immigration: will dregrade our nation heritage, ulimately weaking our strengths. increased costs to the public, for all services. crime increases, cultural division.",1.13549899419123
"i think legal immigrants are great. i think the us should help other countries become better economically and safer places to live. we should work out a sensible,humanitarian and fair solution for the people & children that are here illegally. it isn't wise or safe to allow illegal immigration to continue as is.",-0.189220663349115
"wide open borders that allow terrorists to enter at will increased costs of health care due to illegal immigrants taxing the hospital system talk of amnesty causing a greater influx of illegal immigrants on the other hand, tough immigration practices causing families to be torn apart when illegals are sent home prices rising dramatically due to the loss of inexpensive labor",1.71264858381051
more cost to me and america safety,-0.167160557652674
"drain on the economy,displacement of american workers",0.562429766004341
people coming to this country without following the rules to do that,-0.392017212585362
taxes going up jobs being taken away from our workers i am tried of the new breed not learning our english!  when in  rome do as the romans do.,0.73789076218234
we need to stop illegal immigration,-0.732404485427717
it is out of control and nothing is really being done about it and im not sure anything can.,-0.115817512501135
"i think that people who are already in america and who work, pay taxes should be granted asylum.",-0.72861679002438
illegal,-1.03151069540504
ilegal immigrants drwaing medical and social security benrfits.,0.149605911664482
there is a difference between legal and illegal immigration. stop the illegal.,-1.33892909447314
i think immigration is fine as long as they do it legally.,-1.57600530916216
i think they need to stop immigration in the us.,-1.10706521517643
i dont know,-2.456774788049
work taken away,-0.436742971777656
close the borders. come here legally. learn the language it's english!!,-0.085877094963676
1. boarders need to be secured. 2. illegals need to be deported. 3.legals need to be treated fairly,0.246858209165186
job loss to those who would work for les pay.,-0.62346519745868
that the fence is a ridiculous idea,-1.79721532862033
coming in illegally and staying increasing costs to those that do pay taxes,0.395327060521218
"over population, jobs, lowered wages. prejudice, violence, terrorist.",1.34980045695589
i believe we need to protect our borders.  we need to be sure people entering our country are doing so legally.,-0.618147139267504
the us-mex border. statue of liberty. irish immigration. chinese railroad,-0.405397953734258
"people that do not speak english in the united states, that take jobs away from americans because they will work for pennies then send it back to their home land and not put it back into our economy that is taking care of them. etc.",0.604790554102387
illegal workers,-1.34855417547971
"#1 is it legal , #2 if not legal are they criminals ,terrorists , are they taking my job away , will they bother to learn english , do they really want to become american citizens or just collect bennefit from the government and the tax payer .",1.02316520944712
problems,-0.765191332703973
inflation. illegals,-0.333392050693562
violence that may occur from people that are already here against immigrants and violence from immigrants because of frustration of unfulfilled dreams.,0.309313939296065
legality of immigrants; border security,-0.064329370235259
"over crowding, jobs taken away from natural citizens",0.763149144340691
dont care,-2.26910618270195
"bad economy, crime rates, unemployment, money under the table...",1.75297727756039
illegals coming over the mexico boarder in droves to infest the country like cockroaches,-0.456571641123728
who much of a waste of time it is,-1.85066996284532
loss of jobs for americans. increase in crime. challenge on services such as healthcare,1.11150291464006
"migrant workers, mexicans, green cards, passports, border security, people willing to do jobs most americans don't want, multi-lingual culture, ignorance, fear, hypocrisy of americans",0.515556674689702
abuse of healthcare and welfare programs. potential workers for less desirable jobs.,0.462449411777553
dearth of creative ways to deal with problem; fact that large employers are getting a free ride with underpaid aliens; stupidity of govt. in erecting a fence; truckers from mexico using our roads and not paying taxes for the upkeep.,0.641440387380273
the impact of illegal imigration on our schools and health care system,-0.174037074694713
"since my grandparents were immigrants from europe, i think of people who want to build a better life for themselves and their families by coming to the u.s. - legally.",-1.572034377296
i really dont know about immigration or what it means,-1.54974291488268
way to many. they get benefits that i don't. they should go home and come back the right way,0.038218205766459
social security. health coverage. job security. poverty level,1.05382508775145
americans are not receptive to speakers of other than english and people who live south of the rio grande. immigrants are treated poorly by average citizens.,-0.739256408876711
the fact that congress doesn't have the balls to enforce the laws already on the books. i don't understand why they are debating new laws when there are enought get a hold on the issue. congress is mainly run by special interest groups and lobbyists and i don't foresee them ever doing anything substantial until the lobbyists are kicked out of washington.,0.268516963224857
"illegal immigrants, what this means for u.s., tax dollars not being paid",-0.282698121718495
"it's not so much a worry as it is annoying.  if you want to come in the usa, fine, but do it legally. i resent the fact that i pay taxes, they don't and they take jobs from the legal immigrants.",0.090753882081624
mexicans.,-1.73812336982537
"legal entry into a country. that challenge of illegal entrants and how to eliminate them. bring me your tired, your poor....",-0.985405388248862
individuals coming to america at the taxpayers expense.,-0.395996483703984
i think that immigration is fine.  i mean we all are immigrants if you think about it.  the only one's who aren't are the native americans.  we all came over to the americas.,-1.13886903141609
